exp,wks,occ,ind,south,smsa,ms,fem,union,ed,blk,lwage,id,t,tdum1,tdum2,tdum3,tdum4,tdum5,tdum6,tdum7,exp2
31,51,1,0,0,1,1,0,1,13,0,6.10925,280,3,0,0,1,0,0,0,0,961
32,49,1,0,0,1,1,0,1,13,0,6.21461,280,4,0,0,0,1,0,0,0,1024
33,48,1,0,0,1,1,0,1,13,0,6.2634,280,5,0,0,0,0,1,0,0,1089
34,47,0,0,0,1,1,0,1,13,0,6.2634,280,6,0,0,0,0,0,1,0,1156
35,50,0,0,0,1,1,0,1,13,0,6.30992,280,7,0,0,0,0,0,0,1,1225
5,36,1,1,0,1,1,0,1,12,0,6.53088,281,1,1,0,0,0,0,0,0,25
6,50,1,1,0,1,1,0,1,12,0,6.55962,281,2,0,1,0,0,0,0,0,36
7,49,1,1,0,1,1,0,1,12,0,6.58064,281,3,0,0,1,0,0,0,0,49
8,50,1,1,0,1,1,0,1,12,0,6.72383,281,4,0,0,0,1,0,0,0,64
9,50,1,1,0,1,1,0,1,12,0,6.87626,281,5,0,0,0,0,1,0,0,81
10,50,1,1,0,1,1,0,1,12,0,6.97541,281,6,0,0,0,0,0,1,0,100
11,49,1,1,0,1,1,0,1,12,0,7.00307,281,7,0,0,0,0,0,0,1,121
18,48,0,1,0,1,1,0,0,17,0,6.74524,282,1,1,0,0,0,0,0,0,324
19,48,0,1,0,1,1,0,0,17,0,6.74524,282,2,0,1,0,0,0,0,0,361
20,49,0,1,0,1,1,0,0,17,0,6.81344,282,3,0,0,1,0,0,0,0,400
21,49,0,1,0,1,1,0,0,17,0,6.85118,282,4,0,0,0,1,0,0,0,441
22,48,0,1,0,1,1,0,0,17,0,7.02554,282,5,0,0,0,0,1,0,0,484
23,45,0,1,0,1,1,0,0,17,0,7.09008,282,6,0,0,0,0,0,1,0,529
24,48,0,1,0,1,1,0,0,17,0,7.27932,282,7,0,0,0,0,0,0,1,576
44,50,1,0,0,1,1,0,1,9,0,6.90575,283,1,1,0,0,0,0,0,0,1936
45,51,0,0,0,1,1,0,1,9,0,6.21461,283,2,0,1,0,0,0,0,0,2025
46,50,0,0,0,1,1,0,1,9,0,7.1309,283,3,0,0,1,0,0,0,0,2116
47,50,0,0,0,1,1,0,1,9,0,6.90776,283,4,0,0,0,1,0,0,0,2209
48,50,0,0,0,1,1,0,1,9,0,7.31322,283,5,0,0,0,0,1,0,0,2304
49,49,0,0,0,1,1,0,1,9,0,7.46737,283,6,0,0,0,0,0,1,0,2401
50,49,0,0,0,1,1,0,1,9,0,7.31322,283,7,0,0,0,0,0,0,1,2500
29,49,0,0,0,1,1,0,1,12,0,6.44413,284,1,1,0,0,0,0,0,0,841
30,46,0,0,0,1,1,0,1,12,0,6.45362,284,2,0,1,0,0,0,0,0,900
31,49,0,0,0,1,1,0,1,12,0,6.52062,284,3,0,0,1,0,0,0,0,961
32,48,0,0,0,1,1,0,1,12,0,6.72743,284,4,0,0,0,1,0,0,0,1024
33,49,0,0,0,1,1,0,1,12,0,6.59167,284,5,0,0,0,0,1,0,0,1089
34,49,0,0,0,1,1,0,1,12,0,6.73815,284,6,0,0,0,0,0,1,0,1156
35,48,0,0,0,1,1,0,1,12,0,6.77422,284,7,0,0,0,0,0,0,1,1225
5,49,0,0,0,1,1,0,0,12,0,6.48311,285,1,1,0,0,0,0,0,0,25
6,47,1,0,0,1,1,0,0,12,0,6.53233,285,2,0,1,0,0,0,0,0,36
7,49,0,0,0,1,1,0,0,12,0,6.75227,285,3,0,0,1,0,0,0,0,49
8,49,0,0,0,1,1,0,0,12,0,6.80017,285,4,0,0,0,1,0,0,0,64
9,48,0,0,0,1,1,0,0,12,0,6.75926,285,5,0,0,0,0,1,0,0,81
10,48,1,0,0,1,1,0,0,12,0,6.96885,285,6,0,0,0,0,0,1,0,100
11,48,0,0,0,1,1,0,0,12,0,6.90975,285,7,0,0,0,0,0,0,1,121
11,47,1,1,0,0,1,0,1,10,0,5.99146,286,1,1,0,0,0,0,0,0,121
12,48,1,1,0,0,1,0,1,10,0,6.38012,286,2,0,1,0,0,0,0,0,144
13,48,1,1,0,0,1,0,1,10,0,6.56526,286,3,0,0,1,0,0,0,0,169
14,49,1,1,0,0,1,0,1,10,0,6.7334,286,4,0,0,0,1,0,0,0,196
15,48,1,1,0,0,1,0,0,10,0,6.74524,286,5,0,0,0,0,1,0,0,225
16,48,1,1,0,0,1,0,1,10,0,6.84588,286,6,0,0,0,0,0,1,0,256
17,46,1,1,0,0,1,0,1,10,0,6.74524,286,7,0,0,0,0,0,0,1,289
15,41,1,1,1,0,1,0,1,10,0,6.50429,287,1,1,0,0,0,0,0,0,225
16,42,1,1,1,0,1,0,1,10,0,6.47389,287,2,0,1,0,0,0,0,0,256
17,47,1,1,1,0,1,0,1,10,0,6.56386,287,3,0,0,1,0,0,0,0,289
18,47,1,1,1,0,1,0,1,10,0,6.7511,287,4,0,0,0,1,0,0,0,324
19,48,1,1,1,0,1,0,1,10,0,6.88755,287,5,0,0,0,0,1,0,0,361
20,38,1,1,1,0,1,0,1,10,0,6.99485,287,6,0,0,0,0,0,1,0,400
21,40,1,1,1,0,1,0,1,10,0,7.08423,287,7,0,0,0,0,0,0,1,441
13,49,1,0,1,1,1,0,0,12,0,6.86485,288,1,1,0,0,0,0,0,0,169
14,49,1,0,1,1,1,0,0,12,0,6.90575,288,2,0,1,0,0,0,0,0,196
15,49,1,0,1,1,1,0,0,12,0,7.02554,288,3,0,0,1,0,0,0,0,225
16,49,1,0,1,1,1,0,0,12,0,7.1507,288,4,0,0,0,1,0,0,0,256
17,49,1,0,1,1,1,0,0,12,0,7.24423,288,5,0,0,0,0,1,0,0,289
18,47,0,0,1,0,1,0,0,12,0,6.9594,288,6,0,0,0,0,0,1,0,324
19,46,1,0,1,0,1,0,0,12,0,7.44132,288,7,0,0,0,0,0,0,1,361
28,50,0,0,0,1,1,0,0,16,0,6.90575,289,1,1,0,0,0,0,0,0,784
29,50,0,0,0,1,1,0,0,16,0,6.90575,289,2,0,1,0,0,0,0,0,841
30,49,0,0,0,1,1,0,0,16,0,7.46737,289,3,0,0,1,0,0,0,0,900
31,49,0,0,0,1,1,0,0,16,0,7.69621,289,4,0,0,0,1,0,0,0,961
32,49,0,0,0,1,1,0,0,16,0,7.6009,289,5,0,0,0,0,1,0,0,1024
33,49,0,0,0,1,1,0,0,16,0,7.91936,289,6,0,0,0,0,0,1,0,1089
34,48,0,0,0,1,1,0,0,16,0,7.91936,289,7,0,0,0,0,0,0,1,1156
4,50,0,0,1,1,1,0,0,13,0,6.28786,290,1,1,0,0,0,0,0,0,16
5,49,0,0,1,1,1,0,0,13,0,6.20456,290,2,0,1,0,0,0,0,0,25
6,51,0,0,1,1,1,0,0,13,0,6.24417,290,3,0,0,1,0,0,0,0,36
7,50,0,0,1,1,1,0,0,13,0,6.32794,290,4,0,0,0,1,0,0,0,49
8,50,0,0,1,1,1,0,0,13,0,6.53669,290,5,0,0,0,0,1,0,0,64
9,49,0,0,1,1,1,0,0,13,0,6.55108,290,6,0,0,0,0,0,1,0,81
10,49,0,0,1,1,1,0,0,13,0,6.62007,290,7,0,0,0,0,0,0,1,100
36,49,1,1,0,0,1,0,0,12,0,6.80239,291,1,1,0,0,0,0,0,0,1296
37,46,1,1,0,0,1,0,0,12,0,6.82979,291,2,0,1,0,0,0,0,0,1369
38,50,1,1,0,0,1,0,0,12,0,6.98472,291,3,0,0,1,0,0,0,0,1444
39,49,1,1,0,0,1,0,0,12,0,7.00307,291,4,0,0,0,1,0,0,0,1521
40,48,1,1,0,0,1,0,0,12,0,6.70808,291,5,0,0,0,0,1,0,0,1600
41,47,1,1,0,0,1,0,0,12,0,6.9613,291,6,0,0,0,0,0,1,0,1681
42,47,1,1,0,0,1,0,0,12,0,6.96035,291,7,0,0,0,0,0,0,1,1764
27,48,0,1,0,0,1,0,0,12,0,6.61607,292,1,1,0,0,0,0,0,0,729
28,48,0,1,0,0,1,0,0,12,0,6.57647,292,2,0,1,0,0,0,0,0,784
29,47,0,1,0,0,1,0,0,12,0,6.68461,292,3,0,0,1,0,0,0,0,841
30,47,0,1,0,0,1,0,0,12,0,6.74288,292,4,0,0,0,1,0,0,0,900
31,48,0,1,0,0,1,0,0,12,0,7.03615,292,5,0,0,0,0,1,0,0,961
32,47,0,1,0,0,1,0,0,12,0,7.02465,292,6,0,0,0,0,0,1,0,1024
33,48,0,1,0,0,1,0,0,12,0,7.22621,292,7,0,0,0,0,0,0,1,1089
10,30,1,1,0,0,1,0,1,12,0,6.06611,293,1,1,0,0,0,0,0,0,100
11,50,1,1,0,0,1,0,1,12,0,6.18826,293,2,0,1,0,0,0,0,0,121
12,50,1,1,0,0,1,0,1,12,0,6.31173,293,3,0,0,1,0,0,0,0,144
13,50,1,1,0,0,1,0,1,12,0,6.55678,293,4,0,0,0,1,0,0,0,169
14,50,1,1,0,0,1,0,1,12,0,6.55393,293,5,0,0,0,0,1,0,0,196
15,50,1,1,0,0,1,0,1,12,0,6.75227,293,6,0,0,0,0,0,1,0,225
16,50,1,1,0,0,1,0,1,12,0,6.92166,293,7,0,0,0,0,0,0,1,256
16,49,1,1,0,0,1,0,1,12,0,6.19644,294,1,1,0,0,0,0,0,0,256
17,48,1,1,0,0,1,0,1,12,0,6.2653,294,2,0,1,0,0,0,0,0,289
18,41,1,1,0,0,1,0,1,12,0,6.36475,294,3,0,0,1,0,0,0,0,324
19,49,1,1,0,0,1,0,1,12,0,6.43935,294,4,0,0,0,1,0,0,0,361
20,47,1,1,0,0,1,0,1,12,0,6.54391,294,5,0,0,0,0,1,0,0,400
21,48,1,1,0,0,1,0,1,12,0,6.61473,294,6,0,0,0,0,0,1,0,441
22,47,1,1,0,0,1,0,1,12,0,6.71659,294,7,0,0,0,0,0,0,1,484
22,48,0,0,0,1,0,1,1,12,0,6.33328,295,1,1,0,0,0,0,0,0,484
23,48,0,0,0,1,0,1,1,12,0,6.61473,295,2,0,1,0,0,0,0,0,529
24,48,0,0,0,1,0,1,1,12,0,6.73459,295,3,0,0,1,0,0,0,0,576
25,46,0,0,0,1,0,1,1,12,0,6.77422,295,4,0,0,0,1,0,0,0,625
26,47,0,0,0,1,0,1,1,12,0,6.86485,295,5,0,0,0,0,1,0,0,676
27,47,0,0,0,1,0,1,1,12,0,6.97073,295,6,0,0,0,0,0,1,0,729
28,47,0,0,0,1,0,1,1,12,0,7.04752,295,7,0,0,0,0,0,0,1,784
30,50,1,1,0,0,1,0,1,8,0,6.44572,296,1,1,0,0,0,0,0,0,900
31,47,1,1,0,0,1,0,0,8,0,6.33328,296,2,0,1,0,0,0,0,0,961
32,48,1,1,0,1,1,0,0,8,0,6.39693,296,3,0,0,1,0,0,0,0,1024
33,48,1,1,0,1,1,0,1,8,0,6.48158,296,4,0,0,0,1,0,0,0,1089
34,39,1,1,0,1,1,0,1,8,0,6.59167,296,5,0,0,0,0,1,0,0,1156
35,50,1,1,0,1,1,0,1,8,0,6.59304,296,6,0,0,0,0,0,1,0,1225
36,50,1,1,0,1,0,0,1,8,0,6.77878,296,7,0,0,0,0,0,0,1,1296
12,49,1,0,1,0,1,0,0,12,0,6.42972,297,1,1,0,0,0,0,0,0,144
13,48,1,0,1,0,1,0,0,12,0,6.43133,297,2,0,1,0,0,0,0,0,169
14,34,1,0,1,0,1,0,1,12,0,6.59441,297,3,0,0,1,0,0,0,0,196
15,47,1,0,1,0,1,0,1,12,0,6.71174,297,4,0,0,0,1,0,0,0,225
16,48,1,0,1,0,1,0,1,12,0,6.74524,297,5,0,0,0,0,1,0,0,256
17,47,1,0,1,0,1,0,1,12,0,6.8773,297,6,0,0,0,0,0,1,0,289
18,48,1,0,1,0,1,0,1,12,0,6.80239,297,7,0,0,0,0,0,0,1,324
11,50,1,1,1,1,1,0,0,12,1,6.49224,298,1,1,0,0,0,0,0,0,121
12,50,1,1,1,1,1,0,0,12,1,6.21461,298,2,0,1,0,0,0,0,0,144
13,50,1,1,1,1,1,0,0,12,1,6.72743,298,3,0,0,1,0,0,0,0,169
14,49,1,1,1,1,1,0,0,12,1,6.66568,298,4,0,0,0,1,0,0,0,196
15,48,0,1,1,1,0,0,0,12,1,6.30992,298,5,0,0,0,0,1,0,0,225
16,50,0,1,1,1,0,0,0,12,1,6.21461,298,6,0,0,0,0,0,1,0,256
17,50,0,1,1,1,0,0,0,12,1,6.21461,298,7,0,0,0,0,0,0,1,289
35,49,0,0,0,1,0,1,0,16,0,6.30992,299,1,1,0,0,0,0,0,0,1225
36,50,0,0,0,1,0,1,0,16,0,6.30992,299,2,0,1,0,0,0,0,0,1296
37,49,0,0,0,1,0,1,0,16,0,6.30992,299,3,0,0,1,0,0,0,0,1369
38,50,0,0,0,1,0,1,0,16,0,6.30992,299,4,0,0,0,1,0,0,0,1444
39,50,0,0,0,1,0,1,0,16,0,6.55108,299,5,0,0,0,0,1,0,0,1521
40,50,0,0,0,1,0,1,0,16,0,6.62007,299,6,0,0,0,0,0,1,0,1600
41,50,0,0,0,1,0,1,0,16,0,6.74524,299,7,0,0,0,0,0,0,1,1681
33,51,1,0,0,0,1,0,0,12,0,6.14633,300,1,1,0,0,0,0,0,0,1089
34,51,1,0,0,0,1,0,0,12,0,6.25383,300,2,0,1,0,0,0,0,0,1156
35,51,1,0,0,0,1,0,0,12,0,6.30992,300,3,0,0,1,0,0,0,0,1225
36,47,1,0,0,0,1,0,0,12,0,6.35089,300,4,0,0,0,1,0,0,0,1296
37,49,1,0,0,0,1,0,0,12,0,6.46147,300,5,0,0,0,0,1,0,0,1369
38,47,0,0,0,0,1,0,0,12,0,6.50279,300,6,0,0,0,0,0,1,0,1444
39,47,1,0,0,0,1,0,0,12,0,6.59715,300,7,0,0,0,0,0,0,1,1521
9,49,0,1,0,1,1,0,0,14,0,6.53669,301,1,1,0,0,0,0,0,0,81
10,49,0,1,0,1,1,0,0,14,0,6.55108,301,2,0,1,0,0,0,0,0,100
11,49,0,1,0,1,1,0,0,14,0,6.65929,301,3,0,0,1,0,0,0,0,121
12,48,0,1,0,1,1,0,0,14,0,6.82979,301,4,0,0,0,1,0,0,0,144
13,46,0,1,0,1,1,0,0,14,0,6.85646,301,5,0,0,0,0,1,0,0,169
14,46,0,1,0,1,1,0,0,14,0,6.95655,301,6,0,0,0,0,0,1,0,196
15,48,0,1,0,1,1,0,0,14,0,7.1309,301,7,0,0,0,0,0,0,1,225
11,36,0,0,0,1,1,0,1,17,0,6.22456,302,1,1,0,0,0,0,0,0,121
12,36,0,0,0,1,1,0,1,17,0,6.30992,302,2,0,1,0,0,0,0,0,144
13,37,0,0,0,1,1,0,1,17,0,6.47697,302,3,0,0,1,0,0,0,0,169
14,38,0,0,0,1,1,0,1,17,0,6.67834,302,4,0,0,0,1,0,0,0,196
15,35,0,0,0,1,1,0,1,17,0,6.77992,302,5,0,0,0,0,1,0,0,225
16,35,0,0,0,1,1,0,1,17,0,6.80461,302,6,0,0,0,0,0,1,0,256
17,36,0,0,0,1,1,0,1,17,0,6.85646,302,7,0,0,0,0,0,0,1,289
2,50,1,1,1,1,1,0,0,13,0,5.75257,303,1,1,0,0,0,0,0,0,4
3,50,1,1,1,1,1,0,0,13,0,5.85793,303,2,0,1,0,0,0,0,0,9
4,49,1,1,1,1,1,0,0,13,0,6.07535,303,3,0,0,1,0,0,0,0,16
5,49,1,1,1,1,1,0,0,13,0,8.51719,303,4,0,0,0,1,0,0,0,25
6,51,1,1,1,1,1,0,0,13,0,6.51471,303,5,0,0,0,0,1,0,0,36
7,49,1,1,1,1,1,0,0,13,0,6.58617,303,6,0,0,0,0,0,1,0,49
8,48,1,1,1,1,1,0,0,13,0,6.70319,303,7,0,0,0,0,0,0,1,64
11,50,1,0,1,1,1,0,1,9,0,6.16331,304,1,1,0,0,0,0,0,0,121
12,51,1,0,1,1,1,0,1,9,0,6.2634,304,2,0,1,0,0,0,0,0,144
13,51,1,0,1,1,1,0,1,9,0,6.35437,304,3,0,0,1,0,0,0,0,169
14,51,1,0,1,1,1,0,1,9,0,6.43775,304,4,0,0,0,1,0,0,0,196
15,51,1,0,1,1,1,0,1,9,0,6.47697,304,5,0,0,0,0,1,0,0,225
16,51,1,0,1,1,1,0,1,9,0,6.55108,304,6,0,0,0,0,0,1,0,256
17,51,1,0,1,1,1,0,0,9,0,6.40853,304,7,0,0,0,0,0,0,1,289
18,50,0,0,0,1,1,0,0,16,0,6.90575,305,1,1,0,0,0,0,0,0,324
19,49,0,0,0,1,1,0,0,16,0,6.90575,305,2,0,1,0,0,0,0,0,361
20,49,0,0,0,1,1,0,0,16,0,7.25134,305,3,0,0,1,0,0,0,0,400
21,49,0,0,0,1,1,0,0,16,0,7.25134,305,4,0,0,0,1,0,0,0,441
22,50,0,0,0,1,1,0,0,16,0,6.90776,305,5,0,0,0,0,1,0,0,484
23,47,0,0,0,1,1,0,0,16,0,7.23634,305,6,0,0,0,0,0,1,0,529
24,48,0,0,0,1,1,0,0,16,0,7.2724,305,7,0,0,0,0,0,0,1,576
18,50,1,0,0,0,1,0,0,12,0,6.49527,306,1,1,0,0,0,0,0,0,324
19,50,1,0,0,0,1,0,0,12,0,6.60394,306,2,0,1,0,0,0,0,0,361
20,50,0,0,0,0,1,0,0,12,0,6.70073,306,3,0,0,1,0,0,0,0,400
21,49,1,0,0,0,1,0,0,12,0,6.58617,306,4,0,0,0,1,0,0,0,441
22,49,1,0,0,0,1,0,0,12,0,6.41836,306,5,0,0,0,0,1,0,0,484
23,49,1,0,0,0,1,0,0,12,0,6.21461,306,6,0,0,0,0,0,1,0,529
24,49,1,0,0,0,1,0,0,12,0,6.62007,306,7,0,0,0,0,0,0,1,576
3,47,1,1,0,0,1,0,1,8,0,6.45047,307,1,1,0,0,0,0,0,0,9
4,52,1,1,0,0,1,0,1,8,0,6.67203,307,2,0,1,0,0,0,0,0,16
5,50,1,1,0,0,1,0,1,8,0,6.56386,307,3,0,0,1,0,0,0,0,25
6,47,1,1,0,0,1,0,1,8,0,6.60665,307,4,0,0,0,1,0,0,0,36
7,49,1,1,0,0,1,0,1,8,0,6.83518,307,5,0,0,0,0,1,0,0,49
8,47,1,1,0,0,1,0,1,8,0,6.86171,307,6,0,0,0,0,0,1,0,64
9,51,1,1,0,0,1,0,1,8,0,7.06987,307,7,0,0,0,0,0,0,1,81
27,46,1,1,0,1,1,0,1,11,0,6.48158,308,1,1,0,0,0,0,0,0,729
28,48,1,1,0,1,1,0,1,11,0,6.55393,308,2,0,1,0,0,0,0,0,784
29,46,1,1,0,1,1,0,1,11,0,6.61874,308,3,0,0,1,0,0,0,0,841
30,46,1,1,0,1,1,0,1,11,0,6.75693,308,4,0,0,0,1,0,0,0,900
31,46,1,1,0,1,1,0,1,11,0,6.87626,308,5,0,0,0,0,1,0,0,961
32,40,1,1,0,1,1,0,1,11,0,6.99026,308,6,0,0,0,0,0,1,0,1024
33,42,1,1,0,1,1,0,1,11,0,7.07496,308,7,0,0,0,0,0,0,1,1089
18,48,1,1,0,0,1,0,1,9,0,6.00389,309,1,1,0,0,0,0,0,0,324
19,44,1,1,0,0,1,0,1,9,0,6.10925,309,2,0,1,0,0,0,0,0,361
20,41,1,1,0,0,1,0,0,9,0,6.23441,309,3,0,0,1,0,0,0,0,400
21,33,1,1,0,0,1,0,0,9,0,6.03548,309,4,0,0,0,1,0,0,0,441
22,51,1,1,0,0,1,0,0,9,0,6.11589,309,5,0,0,0,0,1,0,0,484
23,38,1,1,0,0,1,0,0,9,0,6.19441,309,6,0,0,0,0,0,1,0,529
24,51,1,1,0,0,1,0,0,9,0,6.27099,309,7,0,0,0,0,0,0,1,576
13,50,1,1,0,0,1,0,1,12,0,6.3315,310,1,1,0,0,0,0,0,0,169
14,49,1,1,0,0,1,0,1,12,0,6.39359,310,2,0,1,0,0,0,0,0,196
15,36,1,1,0,0,1,0,1,12,0,6.48464,310,3,0,0,1,0,0,0,0,225
16,49,1,1,0,0,1,0,1,12,0,6.56948,310,4,0,0,0,1,0,0,0,256
17,49,1,1,0,0,1,0,1,12,0,6.70319,310,5,0,0,0,0,1,0,0,289
18,49,1,1,0,0,1,0,1,12,0,6.7901,310,6,0,0,0,0,0,1,0,324
19,48,1,1,0,0,1,0,1,12,0,6.87626,310,7,0,0,0,0,0,0,1,361
5,50,1,0,1,0,1,0,0,12,0,6.41182,311,1,1,0,0,0,0,0,0,25
6,50,1,0,1,0,1,0,0,12,0,6.56526,311,2,0,1,0,0,0,0,0,36
7,33,1,0,1,0,1,0,1,12,0,6.59987,311,3,0,0,1,0,0,0,0,49
8,49,1,0,1,0,1,0,1,12,0,6.69084,311,4,0,0,0,1,0,0,0,64
9,49,1,0,1,0,1,0,1,12,0,6.84055,311,5,0,0,0,0,1,0,0,81
10,42,1,0,1,0,1,0,1,12,0,6.93731,311,6,0,0,0,0,0,1,0,100
11,49,1,0,1,0,1,0,1,12,0,7.03615,311,7,0,0,0,0,0,0,1,121
14,36,1,1,0,1,1,0,1,14,0,6.57508,312,1,1,0,0,0,0,0,0,196
15,49,0,1,0,1,1,0,1,14,0,6.65157,312,2,0,1,0,0,0,0,0,225
16,47,0,1,0,1,1,0,1,14,0,6.75577,312,3,0,0,1,0,0,0,0,256
17,49,0,1,0,1,1,0,1,14,0,6.84055,312,4,0,0,0,1,0,0,0,289
18,48,0,1,0,1,1,0,1,14,0,6.90675,312,5,0,0,0,0,1,0,0,324
19,49,1,1,0,1,1,0,1,14,0,6.68336,312,6,0,0,0,0,0,1,0,361
20,49,0,1,0,1,1,0,1,14,0,7.06133,312,7,0,0,0,0,0,0,1,400
8,50,0,0,0,0,1,0,0,16,0,6.22258,313,1,1,0,0,0,0,0,0,64
9,50,0,0,0,0,1,0,0,16,0,6.34564,313,2,0,1,0,0,0,0,0,81
10,50,0,0,0,0,1,0,0,16,0,6.42972,313,3,0,0,1,0,0,0,0,100
11,49,0,0,0,0,1,0,0,16,0,6.49224,313,4,0,0,0,1,0,0,0,121
12,48,0,0,0,0,1,0,0,16,0,6.63595,313,5,0,0,0,0,1,0,0,144
13,48,0,0,0,0,1,0,0,16,0,6.65929,313,6,0,0,0,0,0,1,0,169
14,46,0,0,0,0,1,0,0,16,0,7.1309,313,7,0,0,0,0,0,0,1,196
10,49,1,1,0,0,1,0,0,12,0,6.30262,314,1,1,0,0,0,0,0,0,100
11,50,1,0,0,0,1,0,1,12,0,6.35611,314,2,0,1,0,0,0,0,0,121
12,44,1,0,0,0,1,0,1,12,0,6.4151,314,3,0,0,1,0,0,0,0,144
13,50,1,0,0,0,1,0,1,12,0,6.49224,314,4,0,0,0,1,0,0,0,169
14,50,1,0,0,0,1,0,1,12,0,6.62407,314,5,0,0,0,0,1,0,0,196
15,49,1,0,0,0,1,0,1,12,0,6.79571,314,6,0,0,0,0,0,1,0,225
16,50,1,0,0,0,1,0,1,12,0,6.97541,314,7,0,0,0,0,0,0,1,256
10,36,0,0,0,1,1,0,0,17,0,5.70711,315,1,1,0,0,0,0,0,0,100
11,47,0,0,0,0,1,0,0,17,0,6.39693,315,2,0,1,0,0,0,0,0,121
12,36,0,0,0,0,1,0,0,17,0,6.39693,315,3,0,0,1,0,0,0,0,144
13,47,0,0,0,0,1,0,0,17,0,6.63463,315,4,0,0,0,1,0,0,0,169
14,48,0,0,0,0,1,0,0,17,0,6.62007,315,5,0,0,0,0,1,0,0,196
15,38,0,0,0,0,1,0,0,17,0,6.68461,315,6,0,0,0,0,0,1,0,225
16,48,0,0,0,0,1,0,0,17,0,6.82979,315,7,0,0,0,0,0,0,1,256
30,51,0,1,0,0,1,0,0,17,0,6.90575,316,1,1,0,0,0,0,0,0,900
31,52,0,1,0,1,1,0,0,17,0,6.90575,316,2,0,1,0,0,0,0,0,961
32,49,0,1,0,0,1,0,0,17,0,7.67322,316,3,0,0,1,0,0,0,0,1024
33,50,0,1,0,0,1,0,0,17,0,7.75148,316,4,0,0,0,1,0,0,0,1089
34,49,0,1,0,0,1,0,0,17,0,7.81883,316,5,0,0,0,0,1,0,0,1156
35,50,0,1,0,0,1,0,0,17,0,7.6009,316,6,0,0,0,0,0,1,0,1225
36,50,0,1,0,0,1,0,0,17,0,7.90397,316,7,0,0,0,0,0,0,1,1296
12,43,1,0,0,0,1,0,0,12,0,5.99146,317,1,1,0,0,0,0,0,0,144
13,51,1,0,0,0,1,0,0,12,0,5.90263,317,2,0,1,0,0,0,0,0,169
14,35,1,0,0,0,0,0,0,12,0,6.55108,317,3,0,0,1,0,0,0,0,196
15,36,1,0,0,0,0,0,0,12,0,6.49979,317,4,0,0,0,1,0,0,0,225
16,50,1,0,0,0,1,0,0,12,0,6.21461,317,5,0,0,0,0,1,0,0,256
17,48,1,1,0,0,1,0,0,12,0,6.68461,317,6,0,0,0,0,0,1,0,289
18,26,1,0,0,0,1,0,0,12,0,6.21461,317,7,0,0,0,0,0,0,1,324
10,38,0,1,0,1,1,0,0,15,0,6.35437,318,1,1,0,0,0,0,0,0,100
11,49,0,1,0,1,1,0,0,15,0,6.47697,318,2,0,1,0,0,0,0,0,121
12,52,0,1,0,1,1,0,0,15,0,6.74524,318,3,0,0,1,0,0,0,0,144
13,48,1,1,0,1,1,0,1,15,0,6.55108,318,4,0,0,0,1,0,0,0,169
14,27,0,1,0,1,1,0,0,15,0,6.80239,318,5,0,0,0,0,1,0,0,196
15,50,0,1,0,1,1,0,0,15,0,6.57925,318,6,0,0,0,0,0,1,0,225
16,49,0,1,0,1,1,0,0,15,0,6.90776,318,7,0,0,0,0,0,0,1,256
24,47,1,1,1,1,1,0,1,12,0,6.50129,319,1,1,0,0,0,0,0,0,576
25,47,1,1,1,1,1,0,1,12,0,6.57368,319,2,0,1,0,0,0,0,0,625
26,44,1,1,1,1,1,0,1,12,0,6.65544,319,3,0,0,1,0,0,0,0,676
27,47,1,1,1,1,1,0,1,12,0,6.75344,319,4,0,0,0,1,0,0,0,729
28,47,1,1,1,1,1,0,1,12,0,6.84801,319,5,0,0,0,0,1,0,0,784
29,47,1,1,1,1,1,0,1,12,0,6.94312,319,6,0,0,0,0,0,1,0,841
30,40,1,1,1,1,1,0,1,12,0,7.03527,319,7,0,0,0,0,0,0,1,900
20,50,1,1,1,1,1,0,0,6,1,6.09131,320,1,1,0,0,0,0,0,0,400
21,48,1,1,1,1,1,0,0,6,1,6.23637,320,2,0,1,0,0,0,0,0,441
22,50,1,1,1,1,1,0,0,6,1,6.27099,320,3,0,0,1,0,0,0,0,484
23,50,1,1,1,1,1,0,0,6,1,6.47697,320,4,0,0,0,1,0,0,0,529
24,46,1,1,1,1,1,0,0,6,1,6.59578,320,5,0,0,0,0,1,0,0,576
25,51,1,1,1,1,1,0,0,6,1,6.44572,320,6,0,0,0,0,0,1,0,625
26,46,1,1,1,1,1,0,0,6,1,6.77992,320,7,0,0,0,0,0,0,1,676
6,49,1,1,1,1,1,0,1,12,0,6.04025,321,1,1,0,0,0,0,0,0,36
7,50,1,1,1,1,1,0,1,12,0,6.20658,321,2,0,1,0,0,0,0,0,49
8,50,1,1,1,1,1,0,1,12,0,6.27288,321,3,0,0,1,0,0,0,0,64
9,50,0,1,1,1,1,0,1,12,0,6.39693,321,4,0,0,0,1,0,0,0,81
10,50,0,1,1,1,1,0,1,12,0,6.4708,321,5,0,0,0,0,1,0,0,100
11,48,1,1,1,1,1,0,1,12,0,6.54535,321,6,0,0,0,0,0,1,0,121
12,49,1,1,1,1,1,0,1,12,0,6.68211,321,7,0,0,0,0,0,0,1,144
13,48,0,1,0,0,1,0,0,12,0,6.68711,322,1,1,0,0,0,0,0,0,169
14,50,0,1,0,0,1,0,0,12,0,6.74524,322,2,0,1,0,0,0,0,0,196
15,48,0,1,0,0,1,0,0,12,0,6.85646,322,3,0,0,1,0,0,0,0,225
