"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40510","World","2012","2012",3.80388,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40510","World","2013","2013",3.65989,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40510","World","2014","2014",3.51386,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40510","World","2015","2015",3.35182,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40510","World","2016","2016",3.3593,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2001","2001",4.67023,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2002","2002",4.60172,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2003","2003",4.42533,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2004","2004",4.63026,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2005","2005",4.58881,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2006","2006",4.56826,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2007","2007",4.52864,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2008","2008",4.38655,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2009","2009",3.7499,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2010","2010",3.41095,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2011","2011",3.09742,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2012","2012",2.48888,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2013","2013",1.82732,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2014","2014",1.21505,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2015","2015",0.91663,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40535","South and West Asia","2016","2016",0.78384,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2001","2001",5.85016,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2002","2002",5.7482,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2003","2003",5.4263,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2004","2004",5.45488,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2005","2005",5.46648,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2006","2006",5.57303,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2007","2007",5.39033,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2008","2008",5.49475,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2009","2009",5.1763,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2010","2010",4.97699,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2011","2011",4.81041,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2012","2012",4.60166,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2013","2013",4.49335,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2014","2014",4.30942,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2015","2015",4.15649,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40510","World","2016","2016",4.18133,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2000","2000",4.47743,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2001","2001",4.4082,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2002","2002",4.43818,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2003","2003",4.32913,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2004","2004",4.39786,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2005","2005",4.42777,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2006","2006",4.57821,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2007","2007",4.54516,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2008","2008",4.49524,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2009","2009",4.15458,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2010","2010",3.90176,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2011","2011",3.55392,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2012","2012",3.10829,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2013","2013",2.61947,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2014","2014",2.24945,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2015","2015",1.98052,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40042","Lower middle income countries","2016","2016",1.95011,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","1999","1999",4.08047,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2000","2000",4.05485,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2001","2001",3.99576,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2002","2002",3.98792,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2003","2003",3.92479,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2004","2004",4.01306,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2005","2005",4.06468,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2006","2006",4.15377,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2007","2007",4.12065,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2008","2008",4.05679,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2009","2009",3.71247,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2010","2010",3.49574,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2011","2011",3.23436,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2012","2012",2.82171,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2013","2013",2.36407,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2014","2014",2.03604,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2015","2015",1.75829,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40042","Lower middle income countries","2016","2016",1.71547,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","1999","1999",9.93096,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2000","2000",10.07144,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2001","2001",9.37125,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2002","2002",8.78734,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2003","2003",8.51794,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2004","2004",8.64642,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2005","2005",8.5298,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2006","2006",8.56574,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2007","2007",8.58815,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2008","2008",8.7588,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2009","2009",8.79071,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2010","2010",8.86723,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2011","2011",8.93931,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2012","2012",8.99212,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2013","2013",9.24785,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2014","2014",10.21283,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2015","2015",9.42515,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40540","Sub-Saharan Africa","2016","2016",9.08267,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2006","2006",0.68025,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2007","2007",0.70059,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2008","2008",0.63825,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2009","2009",0.59513,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2010","2010",0.53492,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2011","2011",0.47253,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2012","2012",0.40616,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2013","2013",0.34424,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2014","2014",0.32395,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2015","2015",0.23991,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40515","East Asia and the Pacific","2016","2016",0.24992,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","1998","1998",14.42132,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","1999","1999",14.48117,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2000","2000",14.44116,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2001","2001",13.46705,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2002","2002",13.03522,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2003","2003",12.20406,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2004","2004",12.0376,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2005","2005",12.36176,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2006","2006",13.40946,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2007","2007",11.39513,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2008","2008",13.1186,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2009","2009",11.71209,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2010","2010",13.15187,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2011","2011",12.55282,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2012","2012",12.11358,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2013","2013",13.02954,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2014","2014",13.03579,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2015","2015",13.24392,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40525","Arab States","2016","2016",13.38496,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2001","2001",2.93741,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2002","2002",2.85752,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2003","2003",2.73825,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2004","2004",2.82808,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2005","2005",2.93279,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2006","2006",3.0504,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2007","2007",2.92955,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2008","2008",2.99619,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2009","2009",2.81074,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2010","2010",2.79631,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2011","2011",2.70581,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2012","2012",2.51265,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2013","2013",2.24367,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2014","2014",2.09085,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2015","2015",1.87256,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40030","Middle income countries","2016","2016",1.83819,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","1999","1999",0.60895,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2000","2000",0.49871,"‡","UIS Estimation"
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2001","2001",0.44742,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2002","2002",0.3705,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2003","2003",0.31944,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2004","2004",0.23763,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2005","2005",0.23934,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2006","2006",0.22972,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2007","2007",0.20315,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2008","2008",0.20787,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2009","2009",0.21202,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2010","2010",0.18841,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2011","2011",0.3024,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2012","2012",0.26978,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2013","2013",0.22445,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2014","2014",0.23791,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2015","2015",0.09702,,
"REPP_2_GPV_M","Percentage of repeaters in lower secondary general education, all grades, male (%)","40505","Central Asia","2016","2016",0.10204,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","1998","1998",0.42666,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","1999","1999",0.42772,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2000","2000",0.37233,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2001","2001",0.32837,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2002","2002",0.28091,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2003","2003",0.25044,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2004","2004",0.20325,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2005","2005",0.20513,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2006","2006",0.19553,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2007","2007",0.18039,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2008","2008",0.18613,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2009","2009",0.1873,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2010","2010",0.16831,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2011","2011",0.28275,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2012","2012",0.25288,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2013","2013",0.20835,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2014","2014",0.16942,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2015","2015",0.08631,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","40505","Central Asia","2016","2016",0.09123,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","1999","1999",10.33836,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2000","2000",10.15718,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2001","2001",10.08209,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2002","2002",9.93662,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2003","2003",10.54998,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2004","2004",9.85841,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2005","2005",9.49382,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2006","2006",9.32945,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2007","2007",9.0849,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2008","2008",9.46188,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2009","2009",9.47871,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2010","2010",9.57307,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2011","2011",9.57473,"‡","UIS Estimation"
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2012","2012",9.70697,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2013","2013",10.33551,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2014","2014",10.5258,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2015","2015",10.24188,,
"REPP_2_GPV_F","Percentage of repeaters in lower secondary general education, all grades, female (%)","40044","Low income countries","2016","2016",10.39586,"‡","UIS Estimation"
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2000","2000",2.0205,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2001","2001",1.94004,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2002","2002",1.97565,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2003","2003",1.96931,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2004","2004",1.87207,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2006","2006",2.48405,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2007","2007",2.87355,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2008","2008",2.30909,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2009","2009",2.01068,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2010","2010",2.18458,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2011","2011",2.01073,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2012","2012",1.77346,,
"REPP_2_GPV","Percentage of repeaters in lower secondary general education, all grades, both sexes (%)","UGA","Uganda","2013","2013",1.38743,,
